,Date,Research & Development Cost,Revenue,Ticker,Total Operating Expences,Name,EmployeeCount,GlobalParty
17031,12/31/2016,0.0,2271603000.0,OII,2191939000.0,"OCEANEERING INTERNATIONAL, INC.","8,200",1 OCEANEERING INTERNATIONAL INC
17032,12/31/2015,0.0,3062754000.0,OII,2654244000.0,"OCEANEERING INTERNATIONAL, INC.","8,200",1 OCEANEERING INTERNATIONAL INC
17033,12/31/2014,0.0,3659624000.0,OII,3031294000.0,"OCEANEERING INTERNATIONAL, INC.","8,200",1 OCEANEERING INTERNATIONAL INC
17047,12/31/2017,0.0,2261100000.0,OGE,1750800000.0,OGE ENERGY CORP,"2,413",1 OGE ENERGY CORP
17048,12/31/2016,0.0,2259200000.0,OGE,1755900000.0,OGE ENERGY CORP,"2,413",1 OGE ENERGY CORP
17049,12/31/2015,0.0,2196900000.0,OGE,1715700000.0,OGE ENERGY CORP,"2,413",1 OGE ENERGY CORP
17050,12/31/2014,0.0,2453100000.0,OGE,1916300000.0,OGE ENERGY CORP,"2,413",1 OGE ENERGY CORP
17075,11/30/2017,0.0,783100000.0,OMN,727100000.0,OMNOVA SOLUTIONS INC.,"1,800",1 OMNOVA SOLUTIONS INC
17076,11/30/2016,0.0,759900000.0,OMN,701800000.0,OMNOVA SOLUTIONS INC.,"1,800",1 OMNOVA SOLUTIONS INC
17077,11/30/2015,0.0,838000000.0,OMN,794600000.0,OMNOVA SOLUTIONS INC.,"1,800",1 OMNOVA SOLUTIONS INC
17078,11/30/2014,0.0,987400000.0,OMN,943600000.0,OMNOVA SOLUTIONS INC.,"1,800",1 OMNOVA SOLUTIONS INC
17097,12/31/2017,0.0,12173907000.0,OKE,10777966000.0,"ONEOK, INC.","2,470",1 ONEOK INC
17098,12/31/2016,0.0,8920934000.0,OKE,7644893000.0,"ONEOK, INC.","2,470",1 ONEOK INC
17099,12/31/2015,0.0,7763206000.0,OKE,6689003000.0,"ONEOK, INC.","2,470",1 ONEOK INC
17100,12/31/2014,0.0,12195091000.0,OKE,11058119000.0,"ONEOK, INC.","2,470",1 ONEOK INC
17124,12/31/2017,16074000.0,1177210000.0,OEC,1045073000.0,ORION ENGINEERED CARBONS S.A,"1,441",1 ORION ENGINEERED CARBONS HOLDINGS
17125,12/31/2016,14530000.0,1030094000.0,OEC,889462000.0,ORION ENGINEERED CARBONS S.A,"1,441",1 ORION ENGINEERED CARBONS HOLDINGS
17126,12/31/2015,13404000.0,1111776000.0,OEC,976996000.0,ORION ENGINEERED CARBONS S.A,"1,441",1 ORION ENGINEERED CARBONS HOLDINGS
17127,12/31/2014,12953000.0,1318399000.0,OEC,1187827000.0,ORION ENGINEERED CARBONS S.A,"1,441",1 ORION ENGINEERED CARBONS HOLDINGS
17160,12/31/2017,85000000.0,6384000000.0,OC,5603000000.0,OWENS CORNING INC,"17,000",1 OWENS CORNING
17161,12/31/2016,82000000.0,5677000000.0,OC,4927000000.0,OWENS CORNING INC,"17,000",1 OWENS CORNING
17162,12/31/2015,73000000.0,5350000000.0,OC,4806000000.0,OWENS CORNING INC,"17,000",1 OWENS CORNING
17163,12/31/2014,76000000.0,5260000000.0,OC,4831000000.0,OWENS CORNING INC,"17,000",1 OWENS CORNING
17176,12/31/2017,0.0,17135000000.0,PCG,14119000000.0,PACIFIC GAS & ELECTRIC CO.,"23,000",2US PACIFIC GAS & ELECTRIC CO
17177,12/31/2016,0.0,17666000000.0,PCG,15257000000.0,PACIFIC GAS & ELECTRIC CO.,"23,000",2US PACIFIC GAS & ELECTRIC CO
17178,12/31/2015,0.0,16833000000.0,PCG,15374000000.0,PACIFIC GAS & ELECTRIC CO.,"23,000",2US PACIFIC GAS & ELECTRIC CO
17179,12/31/2014,0.0,17090000000.0,PCG,14640000000.0,PACIFIC GAS & ELECTRIC CO.,"23,000",2US PACIFIC GAS & ELECTRIC CO
17181,12/31/2017,0.0,6444900000.0,PKG,5473500000.0,PACKAGING CORPORATION OF AMERICA,"14,600",1 PACKAGING CORPORATION OF AMERICA
17182,12/31/2016,0.0,5779000000.0,PKG,4967600000.0,PACKAGING CORPORATION OF AMERICA,"14,600",1 PACKAGING CORPORATION OF AMERICA
17183,12/31/2015,0.0,5741700000.0,PKG,4969600000.0,PACKAGING CORPORATION OF AMERICA,"14,600",1 PACKAGING CORPORATION OF AMERICA
17184,12/31/2014,0.0,5852600000.0,PKG,5036900000.0,PACKAGING CORPORATION OF AMERICA,"14,600",1 PACKAGING CORPORATION OF AMERICA
17205,12/31/2017,0.0,0.0,PARR,0.0,"PAR PACIFIC HOLDINGS, INC.",905,1 PAR PACIFIC HOLDINGS INC
17206,12/31/2016,0.0,1865045000.0,PARR,1876245000.0,"PAR PACIFIC HOLDINGS, INC.",905,1 PAR PACIFIC HOLDINGS INC
17207,12/31/2015,0.0,2066337000.0,PARR,1993178000.0,"PAR PACIFIC HOLDINGS, INC.",905,1 PAR PACIFIC HOLDINGS INC
17208,12/31/2014,0.0,3108025000.0,PARR,3131546000.0,"PAR PACIFIC HOLDINGS, INC.",905,1 PAR PACIFIC HOLDINGS INC
17217,2/25/2018,0.0,111196000.0,PKE,104108000.0,PARK ELECTROCHEMICAL CORPORATION,387,2US PARK ELECTROCHEMICAL
17218,2/26/2017,0.0,114609000.0,PKE,104307000.0,PARK ELECTROCHEMICAL CORPORATION,387,2US PARK ELECTROCHEMICAL
17219,2/28/2016,0.0,145855000.0,PKE,124314000.0,PARK ELECTROCHEMICAL CORPORATION,387,2US PARK ELECTROCHEMICAL
17220,3/1/2015,0.0,162086000.0,PKE,137506000.0,PARK ELECTROCHEMICAL CORPORATION,387,2US PARK ELECTROCHEMICAL
17237,12/31/2017,0.0,2371569000.0,PRTY,2082958000.0,PARTY CITY HOLDCO INC.,"9,400",1 PARTY CITY HOLDCO INC
17238,12/31/2016,0.0,2283391000.0,PRTY,2009307000.0,PARTY CITY HOLDCO INC.,"9,400",1 PARTY CITY HOLDCO INC
17239,12/31/2015,0.0,2294533000.0,PRTY,2022314000.0,PARTY CITY HOLDCO INC.,"9,400",1 PARTY CITY HOLDCO INC
17240,12/31/2014,0.0,2271257000.0,PRTY,2022215000.0,PARTY CITY HOLDCO INC.,"9,400",1 PARTY CITY HOLDCO INC
17245,12/31/2017,0.0,21786637000.0,PBF,21349472000.0,PBF ENERGY INC.,"3,165",1 PBF ENERGY INC
17246,12/31/2016,0.0,15920424000.0,PBF,15914005000.0,PBF ENERGY INC.,"3,165",1 PBF ENERGY INC
17247,12/31/2015,0.0,13123929000.0,PBF,12331763000.0,PBF ENERGY INC.,"3,165",1 PBF ENERGY INC
17248,12/31/2014,0.0,19828155000.0,PBF,18962768000.0,PBF ENERGY INC.,"3,165",1 PBF ENERGY INC
17253,12/31/2017,0.0,5578800000.0,BTU,4871500000.0,PEABODY ENERGY CORPORATION,"7,100",1 PEABODY ENERGY CORPORATION
17254,12/31/2016,0.0,4726200000.0,BTU,4757600000.0,PEABODY ENERGY CORPORATION,"7,100",1 PEABODY ENERGY CORPORATION
17255,12/31/2015,0.0,5566400000.0,BTU,5759000000.0,PEABODY ENERGY CORPORATION,"7,100",1 PEABODY ENERGY CORPORATION
17256,12/31/2014,0.0,6733800000.0,BTU,6606700000.0,PEABODY ENERGY CORPORATION,"7,100",1 PEABODY ENERGY CORPORATION
17257,12/31/2017,0.0,4513000000.0,PSO,4186000000.0,"PEARSON, PLC","32,500",1 PEARSON TECHNOLOGIES INC
17258,12/31/2016,0.0,4552000000.0,PSO,4233000000.0,"PEARSON, PLC","32,500",1 PEARSON TECHNOLOGIES INC
17259,12/31/2015,0.0,4468000000.0,PSO,4036000000.0,"PEARSON, PLC","32,500",1 PEARSON TECHNOLOGIES INC
17260,12/31/2014,0.0,4540000000.0,PSO,4081000000.0,"PEARSON, PLC","32,500",1 PEARSON TECHNOLOGIES INC
17266,12/31/2017,0.0,5408000000.0,PBA,4306000000.0,PEMBINA PIPELINE CORP.,,1 PEMBINA PIPELINE CORPORATION
17267,12/31/2016,0.0,4265000000.0,PBA,3458000000.0,PEMBINA PIPELINE CORP.,,1 PEMBINA PIPELINE CORPORATION
17268,12/31/2015,0.0,4635000000.0,PBA,3950000000.0,PEMBINA PIPELINE CORP.,,1 PEMBINA PIPELINE CORPORATION
17269,12/31/2014,0.0,6069000000.0,PBA,5361000000.0,PEMBINA PIPELINE CORP.,,1 PEMBINA PIPELINE CORPORATION
17292,12/31/2017,31661000.0,333764000.0,PEN,332599000.0,"PENUMBRA, INC.","1,700",1 PENUMBRA
17293,12/31/2016,23875000.0,263317000.0,PEN,264667000.0,"PENUMBRA, INC.","1,700",1 PENUMBRA
17294,12/31/2015,18027000.0,186095000.0,PEN,181916000.0,"PENUMBRA, INC.","1,700",1 PENUMBRA
17295,12/31/2014,15575000.0,125510000.0,PEN,122501000.0,"PENUMBRA, INC.","1,700",1 PENUMBRA
17300,12/31/2017,139404000.0,2256982000.0,PKI,1903838000.0,"PERKINELMER, INC.","11,000",2CA PERKINELMER INC
17301,1/1/2017,124278000.0,2115517000.0,PKI,1809548000.0,"PERKINELMER, INC.","11,000",2CA PERKINELMER INC
17302,1/3/2016,112539000.0,2104823000.0,PKI,1831556000.0,"PERKINELMER, INC.","11,000",2CA PERKINELMER INC
17303,12/28/2014,108057000.0,2069880000.0,PKI,1888784000.0,"PERKINELMER, INC.","11,000",2CA PERKINELMER INC
17308,12/31/2017,0.0,0.0,PRGO,0.0,PERRIGO COMPANY,"10,400",1 PERRIGO COMPANY
17309,12/31/2016,184000000.0,5280600000.0,PRGO,4618300000.0,PERRIGO COMPANY,"10,400",1 PERRIGO COMPANY
17310,12/31/2015,186200000.0,5014600000.0,PRGO,4279300000.0,PERRIGO COMPANY,"10,400",1 PERRIGO COMPANY
17311,6/27/2015,187800000.0,4227100000.0,PRGO,3497300000.0,PERRIGO COMPANY,"10,400",1 PERRIGO COMPANY
17316,12/31/2017,0.0,2015890000000.0,PTR,1934182000000.0,PETROCHINA COMPANY LIMITED,"494,297",1 PETROCHINA
17317,12/31/2016,0.0,1616903000000.0,PTR,1573011000000.0,PETROCHINA COMPANY LIMITED,"494,297",1 PETROCHINA
17318,12/31/2015,0.0,1725428000000.0,PTR,1641047000000.0,PETROCHINA COMPANY LIMITED,"494,297",1 PETROCHINA
17319,12/31/2014,0.0,2282962000000.0,PTR,2109444000000.0,PETROCHINA COMPANY LIMITED,"494,297",1 PETROCHINA
17325,12/31/2017,7619000000.0,52546000000.0,PFE,37452000000.0,"PFIZER, INC.","90,200",1 PFIZER
17326,12/31/2016,7838000000.0,52824000000.0,PFE,38567000000.0,"PFIZER, INC.","90,200",1 PFIZER
17327,12/31/2015,7646000000.0,48851000000.0,PFE,35060000000.0,"PFIZER, INC.","90,200",1 PFIZER
17328,12/31/2014,7150000000.0,49605000000.0,PFE,33942000000.0,"PFIZER, INC.","90,200",1 PFIZER
17333,12/31/2017,0.0,28748000000.0,PM,17245000000.0,PHILIP MORRIS INTERNATIONAL INC,"80,600",1 PHILIP MORRIS INTERNATIONAL INC
17334,12/31/2016,0.0,26685000000.0,PM,15870000000.0,PHILIP MORRIS INTERNATIONAL INC,"80,600",1 PHILIP MORRIS INTERNATIONAL INC
17335,12/31/2015,0.0,26794000000.0,PM,16103000000.0,PHILIP MORRIS INTERNATIONAL INC,"80,600",1 PHILIP MORRIS INTERNATIONAL INC
17336,12/31/2014,0.0,29767000000.0,PM,17530000000.0,PHILIP MORRIS INTERNATIONAL INC,"80,600",1 PHILIP MORRIS INTERNATIONAL INC
17337,12/31/2017,0.0,89340000000.0,PSX,87524000000.0,PHILLIPS 66,"14,600",1 PHILLIPS 66
17338,12/31/2016,0.0,70925000000.0,PSX,69848000000.0,PHILLIPS 66,"14,600",1 PHILLIPS 66
17339,12/31/2015,0.0,85228000000.0,PSX,80701000000.0,PHILLIPS 66,"14,600",1 PHILLIPS 66
17340,12/31/2014,0.0,146514000000.0,PSX,143108000000.0,PHILLIPS 66,"14,600",1 PHILLIPS 66
17385,12/31/2017,0.0,3565296000.0,PNW,2630869000.0,PINNACLE WEST CAPITAL CORPORATION,"6,292",1 PINNACLE WEST CAPITAL CORPORATION
17386,12/31/2016,0.0,3498682000.0,PNW,2654698000.0,PINNACLE WEST CAPITAL CORPORATION,"6,292",1 PINNACLE WEST CAPITAL CORPORATION
17387,12/31/2015,0.0,3495443000.0,PNW,2640841000.0,PINNACLE WEST CAPITAL CORPORATION,"6,292",1 PINNACLE WEST CAPITAL CORPORATION
17388,12/31/2014,0.0,3491632000.0,PNW,2680390000.0,PINNACLE WEST CAPITAL CORPORATION,"6,292",1 PINNACLE WEST CAPITAL CORPORATION
17393,12/31/2017,0.0,5294000000.0,PXD,4794000000.0,PIONEER NATURAL RESOURCES COMPANY,"3,836",1 PIONEER NATURAL RESOURCES CO
17394,12/31/2016,0.0,3509000000.0,PXD,4270000000.0,PIONEER NATURAL RESOURCES COMPANY,"3,836",1 PIONEER NATURAL RESOURCES CO
17395,12/31/2015,0.0,2878000000.0,PXD,2828000000.0,PIONEER NATURAL RESOURCES COMPANY,"3,836",1 PIONEER NATURAL RESOURCES CO
17396,12/31/2014,0.0,4325000000.0,PXD,2594000000.0,PIONEER NATURAL RESOURCES COMPANY,"3,836",1 PIONEER NATURAL RESOURCES CO
17397,12/31/2017,0.0,874923000.0,PJC,785956000.0,PIPER JAFFRAY COMPANIES,"1,269",1 PIPER JAFFRAY COMPANIES
17398,12/31/2016,0.0,747349000.0,PJC,684256000.0,PIPER JAFFRAY COMPANIES,"1,269",1 PIPER JAFFRAY COMPANIES
17399,12/31/2015,0.0,672918000.0,PJC,566043000.0,PIPER JAFFRAY COMPANIES,"1,269",1 PIPER JAFFRAY COMPANIES
17400,12/31/2014,0.0,648138000.0,PJC,537027000.0,PIPER JAFFRAY COMPANIES,"1,269",1 PIPER JAFFRAY COMPANIES
17401,12/31/2017,129767000.0,3549948000.0,PBI,3081175000.0,PITNEY BOWES INC.,"14,700",1 PITNEY BOWES
17402,12/31/2016,121306000.0,3406575000.0,PBI,2836311000.0,PITNEY BOWES INC.,"14,700",1 PITNEY BOWES
17403,12/31/2015,110156000.0,3578060000.0,PBI,2938708000.0,PITNEY BOWES INC.,"14,700",1 PITNEY BOWES
17404,12/31/2014,109931000.0,3821504000.0,PBI,3169122000.0,PITNEY BOWES INC.,"14,700",1 PITNEY BOWES
17413,12/31/2017,0.0,26223000000.0,PAA,25070000000.0,"PLAINS ALL AMERICAN PIPELINE, L.P.","4,850",1 PLAINS ALL AMERICAN PIPELINE LP
17414,12/31/2016,0.0,20182000000.0,PAA,19039000000.0,"PLAINS ALL AMERICAN PIPELINE, L.P.","4,850",1 PLAINS ALL AMERICAN PIPELINE LP
17415,12/31/2015,0.0,23152000000.0,PAA,21773000000.0,"PLAINS ALL AMERICAN PIPELINE, L.P.","4,850",1 PLAINS ALL AMERICAN PIPELINE LP
17416,12/31/2014,0.0,43464000000.0,PAA,41366000000.0,"PLAINS ALL AMERICAN PIPELINE, L.P.","4,850",1 PLAINS ALL AMERICAN PIPELINE LP
17425,3/31/2018,84193000.0,856903000.0,PLT,729571000.0,"PLANTRONICS, INC.","4,003",1 PLANTRONICS INC
17426,3/31/2017,88318000.0,881176000.0,PLT,751954000.0,"PLANTRONICS, INC.","4,003",1 PLANTRONICS INC
17427,3/31/2016,90408000.0,856907000.0,PLT,733940000.0,"PLANTRONICS, INC.","4,003",1 PLANTRONICS INC
17428,3/31/2015,91627000.0,865010000.0,PLT,724587000.0,"PLANTRONICS, INC.","4,003",1 PLANTRONICS INC
17450,12/31/2017,238299000.0,5504783000.0,PII,5061326000.0,POLARIS INDUSTRIES INC.,"11,000",1 POLARIS INDUSTRIES INC
17451,12/31/2016,185126000.0,4595087000.0,PII,4235809000.0,POLARIS INDUSTRIES INC.,"11,000",1 POLARIS INDUSTRIES INC
17452,12/31/2015,166460000.0,4788593000.0,PII,4072454000.0,POLARIS INDUSTRIES INC.,"11,000",1 POLARIS INDUSTRIES INC
17453,12/31/2014,148458000.0,4541315000.0,PII,3826625000.0,POLARIS INDUSTRIES INC.,"11,000",1 POLARIS INDUSTRIES INC
17454,12/31/2017,0.0,3229900000.0,POL,2946700000.0,POLYONE CORPORATION,"6,300",1 POLYONE CORPORATION
17455,12/31/2016,0.0,2938600000.0,POL,2650100000.0,POLYONE CORPORATION,"6,300",1 POLYONE CORPORATION
17456,12/31/2015,0.0,2928800000.0,POL,2665400000.0,POLYONE CORPORATION,"6,300",1 POLYONE CORPORATION
17457,12/31/2014,0.0,3835500000.0,POL,3579700000.0,POLYONE CORPORATION,"6,300",1 POLYONE CORPORATION
17458,12/31/2017,0.0,2009000000.0,POR,1633000000.0,PORTLAND GENERAL ELECTRIC COMPANY,"2,906",1 PORTLAND GENERAL ELECTRIC
17459,12/31/2016,0.0,1923000000.0,POR,1590000000.0,PORTLAND GENERAL ELECTRIC COMPANY,"2,906",1 PORTLAND GENERAL ELECTRIC
17460,12/31/2015,0.0,1898000000.0,POR,1589000000.0,PORTLAND GENERAL ELECTRIC COMPANY,"2,906",1 PORTLAND GENERAL ELECTRIC
17461,12/31/2014,0.0,1900000000.0,POR,1607000000.0,PORTLAND GENERAL ELECTRIC COMPANY,"2,906",1 PORTLAND GENERAL ELECTRIC
17462,12/31/2017,0.0,60655100000000.0,PKX,56089785000000.0,POSCO,,1 POSCO
17463,12/31/2016,0.0,53083513000000.0,PKX,50242478000000.0,POSCO,,1 POSCO
17464,12/31/2015,0.0,58192345000000.0,PKX,55782302000000.0,POSCO,,1 POSCO
17465,12/31/2014,0.0,64758625000000.0,PKX,62198964000000.0,POSCO,,1 POSCO
17466,9/30/2017,0.0,5225800000.0,POST,4604100000.0,"POST HOLDINGS, INC.","11,410",1 POST HOLDINGS INC
17467,9/30/2016,0.0,5026800000.0,POST,4434300000.0,"POST HOLDINGS, INC.","11,410",1 POST HOLDINGS INC
17468,9/30/2015,0.0,4648200000.0,POST,4311100000.0,"POST HOLDINGS, INC.","11,410",1 POST HOLDINGS INC
17469,9/30/2014,0.0,2411100000.0,POST,2279000000.0,"POST HOLDINGS, INC.","11,410",1 POST HOLDINGS INC
17473,12/31/2017,453000000.0,14748000000.0,PPG,12684000000.0,"PPG INDUSTRIES, INC.","47,200",1 PPG INDUSTRIES INC
17474,12/31/2016,459000000.0,14270000000.0,PPG,12180000000.0,"PPG INDUSTRIES, INC.","47,200",1 PPG INDUSTRIES INC
17475,12/31/2015,466000000.0,14241000000.0,PPG,12282000000.0,"PPG INDUSTRIES, INC.","47,200",1 PPG INDUSTRIES INC
17476,12/31/2014,483000000.0,14791000000.0,PPG,12977000000.0,"PPG INDUSTRIES, INC.","47,200",1 PPG INDUSTRIES INC
17477,12/31/2017,0.0,7447000000.0,PPL,4379000000.0,PPL CORPORATION,"12,000",1 PPL CORPORATION
17478,12/31/2016,0.0,7517000000.0,PPL,4469000000.0,PPL CORPORATION,"12,000",1 PPL CORPORATION
17479,12/31/2015,0.0,7669000000.0,PPL,4833000000.0,PPL CORPORATION,"12,000",1 PPL CORPORATION
17480,12/31/2014,0.0,7852000000.0,PPL,4982000000.0,PPL CORPORATION,"12,000",1 PPL CORPORATION
17485,12/31/2017,93000000.0,11437000000.0,PX,8935000000.0,"PRAXAIR, INC.","26,658",1 PRAXAIR INC
17486,12/31/2016,92000000.0,10534000000.0,PX,8211000000.0,"PRAXAIR, INC.","26,658",1 PRAXAIR INC
17487,12/31/2015,93000000.0,10776000000.0,PX,8314000000.0,"PRAXAIR, INC.","26,658",1 PRAXAIR INC
17488,12/31/2014,96000000.0,12273000000.0,PX,9558000000.0,"PRAXAIR, INC.","26,658",1 PRAXAIR INC
17501,12/31/2017,0.0,177933000.0,PVG,142916000.0,"PRETIUM RESOURCES, INC.",484,1 PRETIUM RESOURCES INC
17502,12/31/2016,0.0,0.0,PVG,12160000.0,"PRETIUM RESOURCES, INC.",484,1 PRETIUM RESOURCES INC
17503,12/31/2015,0.0,0.0,PVG,14181000.0,"PRETIUM RESOURCES, INC.",484,1 PRETIUM RESOURCES INC
17504,12/31/2014,0.0,0.0,PVG,7629000.0,"PRETIUM RESOURCES, INC.",484,1 PRETIUM RESOURCES INC
17554,12/31/2017,0.0,401374000.0,PSB,229289000.0,"PS BUSINESS PARKS, INC.",158,1 PS BUSINESS PARKS INC
17555,12/31/2016,0.0,387389000.0,PSB,237128000.0,"PS BUSINESS PARKS, INC.",158,1 PS BUSINESS PARKS INC
17556,12/31/2015,0.0,373675000.0,PSB,240200000.0,"PS BUSINESS PARKS, INC.",158,1 PS BUSINESS PARKS INC
17557,12/31/2014,0.0,376915000.0,PSB,251017000.0,"PS BUSINESS PARKS, INC.",158,1 PS BUSINESS PARKS INC
17594,12/31/2017,0.0,1622900000.0,QEP,1691100000.0,"QEP RESOURCES, INC.",656,1 QEP RESOURCES INC
17595,12/31/2016,0.0,1377100000.0,QEP,3176500000.0,"QEP RESOURCES, INC.",656,1 QEP RESOURCES INC
17596,12/31/2015,0.0,2018600000.0,QEP,2089700000.0,"QEP RESOURCES, INC.",656,1 QEP RESOURCES INC
17597,12/31/2014,0.0,3293200000.0,QEP,3623000000.0,"QEP RESOURCES, INC.",656,1 QEP RESOURCES INC
17603,12/31/2017,0.0,4131400000.0,QUAD,3910300000.0,"QUAD GRAPHICS, INC","21,100",1 QUAD GRAPHICS INC
17604,12/31/2016,0.0,4329500000.0,QUAD,4126500000.0,"QUAD GRAPHICS, INC","21,100",1 QUAD GRAPHICS INC
17605,12/31/2015,0.0,4597100000.0,QUAD,4453900000.0,"QUAD GRAPHICS, INC","21,100",1 QUAD GRAPHICS INC
17606,12/31/2014,0.0,4777600000.0,QUAD,4569000000.0,"QUAD GRAPHICS, INC","21,100",1 QUAD GRAPHICS INC
17607,12/31/2017,0.0,820082000.0,KWR,731348000.0,QUAKER CHEMICAL CORPORATION,"2,110",1 QUAKER CHEMICAL CORPORATION
17608,12/31/2016,0.0,746665000.0,KWR,662522000.0,QUAKER CHEMICAL CORPORATION,"2,110",1 QUAKER CHEMICAL CORPORATION
17609,12/31/2015,0.0,737555000.0,KWR,656191000.0,QUAKER CHEMICAL CORPORATION,"2,110",1 QUAKER CHEMICAL CORPORATION
17610,12/31/2014,0.0,765860000.0,KWR,685611000.0,QUAKER CHEMICAL CORPORATION,"2,110",1 QUAKER CHEMICAL CORPORATION
17615,12/31/2017,0.0,9466478000.0,PWR,9034743000.0,"QUANTA SERVICES, INC.","37,000",1 QUANTA SERVICES INC
17616,12/31/2016,0.0,7651319000.0,PWR,7309042000.0,"QUANTA SERVICES, INC.","37,000",1 QUANTA SERVICES INC
17617,12/31/2015,0.0,7572436000.0,PWR,7272882000.0,"QUANTA SERVICES, INC.","37,000",1 QUANTA SERVICES INC
17618,12/31/2014,0.0,7747229000.0,PWR,7267769000.0,"QUANTA SERVICES, INC.","37,000",1 QUANTA SERVICES INC
17623,12/31/2017,0.0,7709000000.0,DGX,6425000000.0,QUEST DIAGNOSTICS INCORPORATED,"45,000",1 QUEST DIAGNOSTICS INCORPORATED
17624,12/31/2016,0.0,7515000000.0,DGX,6285000000.0,QUEST DIAGNOSTICS INCORPORATED,"45,000",1 QUEST DIAGNOSTICS INCORPORATED
17625,12/31/2015,0.0,7493000000.0,DGX,6289000000.0,QUEST DIAGNOSTICS INCORPORATED,"45,000",1 QUEST DIAGNOSTICS INCORPORATED
17626,12/31/2014,0.0,7435000000.0,DGX,6316000000.0,QUEST DIAGNOSTICS INCORPORATED,"45,000",1 QUEST DIAGNOSTICS INCORPORATED
17662,12/31/2017,0.0,961333000.0,RYAM,903583000.0,RAYONIER ADVANCED MATERIALS INC.,"4,200",1 RAYONIER ADVANCED MATERIALS INC
17663,12/31/2016,0.0,868731000.0,RYAM,724261000.0,RAYONIER ADVANCED MATERIALS INC.,"4,200",1 RAYONIER ADVANCED MATERIALS INC
17664,12/31/2015,0.0,941384000.0,RYAM,787273000.0,RAYONIER ADVANCED MATERIALS INC.,"4,200",1 RAYONIER ADVANCED MATERIALS INC
17665,12/31/2014,0.0,957689000.0,RYAM,774080000.0,RAYONIER ADVANCED MATERIALS INC.,"4,200",1 RAYONIER ADVANCED MATERIALS INC
17667,12/31/2017,0.0,819596000.0,RYN,607081000.0,RAYONIER INC.,334,1 RAYONIER INC
17668,12/31/2016,0.0,815915000.0,RYN,559698000.0,RAYONIER INC.,334,1 RAYONIER INC
17669,12/31/2015,0.0,568800000.0,RYN,485596000.0,RAYONIER INC.,334,1 RAYONIER INC
17670,12/31/2014,0.0,603521000.0,RYN,514589000.0,RAYONIER INC.,334,1 RAYONIER INC
17671,12/31/2017,0.0,25348000000.0,RTN,22030000000.0,RAYTHEON COMPANY,"64,000",1 RAYTHEON COMPANY
17672,12/31/2016,0.0,24124000000.0,RTN,20829000000.0,RAYTHEON COMPANY,"64,000",1 RAYTHEON COMPANY
17673,12/31/2015,0.0,23321000000.0,RTN,20403000000.0,RAYTHEON COMPANY,"64,000",1 RAYTHEON COMPANY
17674,12/31/2014,0.0,22826000000.0,RTN,19647000000.0,RAYTHEON COMPANY,"64,000",1 RAYTHEON COMPANY
17699,12/30/2017,0.0,3360300000.0,RBC,3030200000.0,REGAL BELOIT CORPORATION,"23,600",1 REGAL BELOIT CORPORATION
17700,12/31/2016,29500000.0,3224500000.0,RBC,2897100000.0,REGAL BELOIT CORPORATION,"23,600",1 REGAL BELOIT CORPORATION
17701,1/2/2016,30100000.0,3509700000.0,RBC,3125500000.0,REGAL BELOIT CORPORATION,"23,600",1 REGAL BELOIT CORPORATION
17702,1/3/2015,32900000.0,3257100000.0,RBC,2976100000.0,REGAL BELOIT CORPORATION,"23,600",1 REGAL BELOIT CORPORATION
17718,6/30/2018,0.0,1214074000.0,RGS,1160730000.0,REGIS CORPORATION,"27,000",1 REGIS TECHNOLOGIES INC
17719,6/30/2017,0.0,1268460000.0,RGS,1232736000.0,REGIS CORPORATION,"27,000",1 REGIS TECHNOLOGIES INC
17720,6/30/2016,0.0,1291933000.0,RGS,1261112000.0,REGIS CORPORATION,"27,000",1 REGIS TECHNOLOGIES INC
17721,6/30/2015,0.0,1837287000.0,RGS,1819152000.0,REGIS CORPORATION,"27,000",1 REGIS TECHNOLOGIES INC
17743,12/31/2017,0.0,102973.99900000001,SOL,96418.38900000001,RENESOLA LTD.,314,1 RENESOLA LTD
17744,12/31/2016,0.0,80504.734,SOL,80682.643,RENESOLA LTD.,314,1 RENESOLA LTD
17745,12/31/2015,0.0,116330.936,SOL,100012.51,RENESOLA LTD.,314,1 RENESOLA LTD
17746,12/31/2014,52575.143,1561497.0280000002,SOL,1551857.35,RENESOLA LTD.,314,1 RENESOLA LTD
17751,12/31/2017,0.0,10041500000.0,RSG,8388100000.0,"REPUBLIC SERVICES, INC.","35,000",1 REPUBLIC SERVICES INC
17752,12/31/2016,0.0,9387700000.0,RSG,7804000000.0,"REPUBLIC SERVICES, INC.","35,000",1 REPUBLIC SERVICES INC
17753,12/31/2015,0.0,9115000000.0,RSG,7601700000.0,"REPUBLIC SERVICES, INC.","35,000",1 REPUBLIC SERVICES INC
17754,12/31/2014,0.0,8803300000.0,RSG,7546900000.0,"REPUBLIC SERVICES, INC.","35,000",1 REPUBLIC SERVICES INC
17782,12/31/2017,35700000.0,2693700000.0,REV,2600100000.0,"REVLON, INC.","7,800",1 REVLON INC
17783,12/31/2016,37000000.0,2334000000.0,REV,2054400000.0,"REVLON, INC.","7,800",1 REVLON INC
17784,12/31/2015,31200000.0,1914300000.0,REV,1648700000.0,"REVLON, INC.","7,800",1 REVLON INC
17785,12/31/2014,31200000.0,1941000000.0,REV,1674000000.0,"REVLON, INC.","7,800",1 REVLON INC
